,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
61,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-03,4.68
62,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-04,1.94
63,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-05,3.07
64,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-06,1.79
65,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-07,6.88
66,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-08,2.52
67,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-09,5.23
68,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-10,4.7
69,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-11,0.85
70,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2012-12,5.51
71,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-01,2.68
72,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-02,2.17
73,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-03,2.3
74,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-04,2.82
75,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-05,2.95
76,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-06,7.26
77,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-07,6.85
78,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-08,3.11
79,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-09,1.78
80,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-10,2.25
81,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-11,4.07
82,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2013-12,4.18
83,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-01,2.13
84,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-02,2.24
85,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-03,2.19
86,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-04,3.55
87,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-05,8.03
88,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-06,5.08
89,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-07,4.8
90,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-08,4.94
91,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-09,0.93
92,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-10,2.6
93,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-11,2.68
94,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2014-12,2.82
95,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-01,2.95
96,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-02,1.72
97,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-03,4.42
98,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-04,4.19
99,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-05,3.73
100,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-06,7.52
101,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-07,2.99
102,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-08,1.35
103,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-09,5.24
104,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-10,3.89
105,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-11,2.01
106,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2015-12,4.11
107,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-01,1.78
108,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-02,3.89
109,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-03,2.62
110,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-04,2.46
111,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-05,5.55
112,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-06,3.13
113,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-07,5.59
114,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-08,4.25
115,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-09,4.07
116,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-10,5.52
117,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-11,0.83
118,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2016-12,4.69
119,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-01,3.63
120,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-02,1.93
121,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-03,3.9
122,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-04,5.29
123,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-05,5.44
124,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-06,5.85
125,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-07,8.36
126,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-08,4.55
127,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-09,0.84
128,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-10,4.63
129,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-11,4.79
130,US1PAAL0001,"BRIDGEVILLE 1.4 SW, PA US",40.3417,-80.1229,310.0,2017-12,1.69
131,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-01,3.94
132,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-02,2.24
133,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-03,3.34
134,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-04,6.56
135,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-05,2.16
136,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-06,3.75
137,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-07,5.71
138,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-08,0.57
139,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-09,0.48
140,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-10,2.59
141,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-11,3.87
142,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2007-12,4.32
143,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-01,2.93
144,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-02,3.23
145,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-03,4.18
146,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-04,3.76
147,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-05,3.07
148,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-06,3.82
149,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-07,3.33
150,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-08,3.9
151,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-09,1.13
152,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-10,2.06
153,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-11,3.03
154,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2008-12,7.12
155,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-01,5.72
156,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-02,2.13
157,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-03,5.07
158,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-04,3.13
159,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-05,7.15
160,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-06,7.87
161,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-07,5.97
162,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-08,6.99
163,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-09,5.65
164,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-10,3.42
165,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-11,1.22
166,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2009-12,3.71
167,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-01,3.02
168,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-02,3.26
169,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-03,2.56
170,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-04,3.1
171,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-05,6.14
172,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-06,5.31
173,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-07,5.68
174,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-08,6.98
175,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-09,2.58
176,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-10,1.91
177,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-11,3.38
178,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2010-12,4.31
179,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-01,3.08
180,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-02,2.44
181,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-03,6.7
182,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-04,8.08
183,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-05,5.81
184,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-06,5.67
185,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-07,7.34
186,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-08,2.87
187,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-09,6.18
188,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-10,4.56
189,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-11,5.06
190,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2011-12,5.03
191,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-01,10.2
192,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-02,2.94
193,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-03,4.27
194,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-04,3.66
195,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-05,3.32
196,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-06,0.68
197,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-07,8.16
198,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-08,7.02
199,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-09,5.32
200,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-10,4.18
201,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-11,0.87
202,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2012-12,5.7
203,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-01,6.56
204,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-02,1.89
205,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-03,4.89
206,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-04,5.42
207,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-05,4.02
208,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-06,6.68
209,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-07,6.78
210,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-08,6.24
211,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-09,2.35
212,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-10,1.82
213,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-11,3.88
214,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2013-12,8.07
215,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-01,1.98
216,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-02,4.38
217,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-03,4.97
218,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-04,3.63
219,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-05,4.46
220,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-06,2.89
221,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-07,5.86
222,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-08,8.27
223,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-09,1.76
224,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-10,8.68
225,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-11,3.14
226,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2014-12,4.25
227,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-01,1.86
228,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-02,4.69
229,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-03,6.48
230,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-04,8.03
231,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-05,0.92
232,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-06,4.41
233,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-07,10.64
234,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-08,4.69
235,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-09,3.59
236,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-10,5.74
237,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-11,3.26
238,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2015-12,5.66
239,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-01,4.36
240,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-02,5.27
241,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-03,1.8
242,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-04,3.0
243,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-05,8.33
244,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-06,4.97
245,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-07,7.75
246,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-08,7.81
247,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-09,1.79
248,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-10,1.56
249,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-11,2.41
250,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2016-12,7.5
251,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-01,5.15
252,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-02,1.35
253,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-03,3.59
254,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-04,5.28
255,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-05,6.83
256,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-06,3.51
257,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-07,4.88
258,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-08,6.78
259,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-09,1.52
